377.6771,-291.2782;
394.3144,-262.1973;
408.7014,-233.2409;
421.259,-203.8517;
432.2585,-173.3648;
441.3038,-142.915;
448.6206,-111.8914;
454.1304,-80.61829;
457.8383,-49.1433;
459.7414,-17.56489;
459.8414,14.06112;
458.1378,45.65113;
454.6296,77.14236;
449.3188,108.4434;
442.2016,139.4999;
433.2825,170.2144;
422.5571,200.5251;
410.0299,230.3404;
395.4734,260.0123;
379.3552,288.5195;
361.4948,316.2116;
341.7888,343.1579;
320.4824,368.9595;
297.2567,393.9155;
272.2947,417.7068;
245.6291,440.2135;
217.2852,461.323;
187.3217,480.8993;
155.2073,499.1234;
122.7155,514.9598;
87.76808,529.3387;
52.36367,541.3192;
15.04392,551.3148;
-23.17684,558.899;
-62.19979,563.9841;
-102.2676,566.4856;
-142.9725,566.2419;
-184.1653,563.1339;
-227.1475,556.7692;
-268.9901,547.4066;
-309.8416,535.0939;
-350.5499,519.4843;
-390.5674,500.5876;
-429.6515,478.3311;
-466.6277,453.3155;
-502.2592,424.9223;
-535.8293,393.4981;
-567.0112,359.1913;
-595.5013,322.1756;
-621.4724,28
